DEBUG:matplotlib.pyplot:Loaded backend agg version v2.2.
INFO:root:Iteration: 0/500, Time: 4.34
INFO:root:Loss_1: 0.5024812817573547, Loss_2: 3.855346918106079
INFO:root:Loss_1_1: 0.4024812877178192, Loss_2_1: 4.030267715454102
INFO:root:Loss_1_2: 0.6024813055992126, Loss_2_2: 2.952390432357788
INFO:root:Iteration: 1/500, Time: 4.49
INFO:root:Loss_1: 0.5024812817573547, Loss_2: 3.847705602645874
INFO:root:Loss_1_1: 0.4024812877178192, Loss_2_1: 3.2494990825653076
INFO:root:Loss_1_2: 0.6024813055992126, Loss_2_2: 2.9450154304504395
INFO:root:Iteration: 2/500, Time: 4.63
INFO:root:Loss_1: 0.5024812817573547, Loss_2: 3.8403310775756836
INFO:root:Loss_1_1: 0.4024812877178192, Loss_2_1: 3.2420966625213623
INFO:root:Loss_1_2: 0.6024813055992126, Loss_2_2: 2.937899589538574
INFO:root:Iteration: 3/500, Time: 4.77
INFO:root:Loss_1: 0.5024812817573547, Loss_2: 3.832828998565674
INFO:root:Loss_1_1: 0.4024812877178192, Loss_2_1: 3.2345662117004395
INFO:root:Loss_1_2: 0.6024813055992126, Loss_2_2: 2.93066143989563
INFO:root:Iteration: 4/500, Time: 4.91
INFO:root:Loss_1: 0.5024812817573547, Loss_2: 3.825253963470459
INFO:root:Loss_1_1: 0.4024812877178192, Loss_2_1: 3.2269623279571533
INFO:root:Loss_1_2: 0.6024813055992126, Loss_2_2: 2.9233529567718506
INFO:root:Iteration: 5/500, Time: 5.05
INFO:root:Loss_1: 0.5024812817573547, Loss_2: 3.8176355361938477
INFO:root:Loss_1_1: 0.4024812877178192, Loss_2_1: 3.2193150520324707
INFO:root:Loss_1_2: 0.6024813055992126, Loss_2_2: 2.9160029888153076
INFO:root:Iteration: 6/500, Time: 5.19
INFO:root:Loss_1: 0.5024812817573547, Loss_2: 3.8099873065948486
INFO:root:Loss_1_1: 0.4024812877178192, Loss_2_1: 3.211639165878296
INFO:root:Loss_1_2: 0.6024813055992126, Loss_2_2: 2.908625364303589
