Generating pseudo labels for c data
pseudo label correct rate is 0.8783333333333333
Data statistic {'p': 591, 'b': 600, 'i': 600}
=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          106,496
├─ParameterList: 1-1                     24,576
=================================================================
Total params: 131,072
Trainable params: 131,072
Non-trainable params: 0
=================================================================
PromptGenerator =================================================================
Layer (type:depth-idx)                   Param #
=================================================================
PromptGenerator                          106,496
├─ParameterList: 1-1                     24,576
=================================================================
Total params: 131,072
Trainable params: 131,072
Non-trainable params: 0
=================================================================
name: ctx_cls, shape torch.Size([12, 16, 512]), require grad: True
name: ctx_target, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.0, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.1, shape torch.Size([1, 16, 512]), require grad: True
name: ctx_source.2, shape torch.Size([1, 16, 512]), require grad: True
Best accuracy so far: 0.9774305555555556, step 105, accuracy 0.9496527777777778
Best accuracy so far: 0.9774305555555556, step 106, accuracy 0.9513888888888888
Best accuracy so far: 0.9774305555555556, step 107, accuracy 0.953125
Best accuracy so far: 0.9774305555555556, step 108, accuracy 0.9479166666666666
Best accuracy so far: 0.9774305555555556, step 109, accuracy 0.9461805555555556
Best accuracy so far: 0.9774305555555556, step 110, accuracy 0.9479166666666666
Best accuracy so far: 0.9774305555555556, step 111, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 112, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 113, accuracy 0.9409722222222222
Best accuracy so far: 0.9774305555555556, step 114, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 115, accuracy 0.9270833333333334
Best accuracy so far: 0.9774305555555556, step 116, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 117, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 118, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 119, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 120, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 121, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 122, accuracy 0.9461805555555556
Best accuracy so far: 0.9774305555555556, step 123, accuracy 0.9322916666666666
Best accuracy so far: 0.9774305555555556, step 124, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 125, accuracy 0.9322916666666666
Best accuracy so far: 0.9774305555555556, step 126, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 127, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 128, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 129, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 130, accuracy 0.9461805555555556
Best accuracy so far: 0.9774305555555556, step 131, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 132, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 133, accuracy 0.9409722222222222
Best accuracy so far: 0.9774305555555556, step 134, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 135, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 136, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 137, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 138, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 139, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 140, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 141, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 142, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 143, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 144, accuracy 0.9288194444444444
Best accuracy so far: 0.9774305555555556, step 145, accuracy 0.9305555555555556
Best accuracy so far: 0.9774305555555556, step 146, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 147, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 148, accuracy 0.9270833333333334
Best accuracy so far: 0.9774305555555556, step 149, accuracy 0.9270833333333334
Best accuracy so far: 0.9774305555555556, step 150, accuracy 0.921875
Best accuracy so far: 0.9774305555555556, step 151, accuracy 0.9184027777777778
Best accuracy so far: 0.9774305555555556, step 152, accuracy 0.9288194444444444
Best accuracy so far: 0.9774305555555556, step 153, accuracy 0.9131944444444444
Best accuracy so far: 0.9774305555555556, step 154, accuracy 0.9184027777777778
Best accuracy so far: 0.9774305555555556, step 155, accuracy 0.9236111111111112
Best accuracy so far: 0.9774305555555556, step 156, accuracy 0.9236111111111112
Best accuracy so far: 0.9774305555555556, step 157, accuracy 0.921875
Best accuracy so far: 0.9774305555555556, step 158, accuracy 0.9288194444444444
Best accuracy so far: 0.9774305555555556, step 159, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 160, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 161, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 162, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 163, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 164, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 165, accuracy 0.9409722222222222
Best accuracy so far: 0.9774305555555556, step 166, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 167, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 168, accuracy 0.9375
Best accuracy so far: 0.9774305555555556, step 169, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 170, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 171, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 172, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 173, accuracy 0.9340277777777778
Best accuracy so far: 0.9774305555555556, step 174, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 175, accuracy 0.9322916666666666
Best accuracy so far: 0.9774305555555556, step 176, accuracy 0.9357638888888888
Best accuracy so far: 0.9774305555555556, step 177, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 178, accuracy 0.9409722222222222
Best accuracy so far: 0.9774305555555556, step 179, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 180, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 181, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 182, accuracy 0.9444444444444444
Best accuracy so far: 0.9774305555555556, step 183, accuracy 0.9409722222222222
Best accuracy so far: 0.9774305555555556, step 184, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 185, accuracy 0.9479166666666666
Best accuracy so far: 0.9774305555555556, step 186, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 187, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 188, accuracy 0.9427083333333334
Best accuracy so far: 0.9774305555555556, step 189, accuracy 0.9461805555555556
Best accuracy so far: 0.9774305555555556, step 190, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 191, accuracy 0.9392361111111112
Best accuracy so far: 0.9774305555555556, step 192, accuracy 0.9427083333333334
